OrderID,ProductName,CategoryName,Company_Name,UnitPrice,Quantity,Discount,Purchase
10370,Longlife Tofu,Produce,Chop-suey Chinese,8,20,0.15,136.00
10370,Wimmers gute Semmelknödel,Grains/Cereals,Chop-suey Chinese,26.6,30,0,798.00
10371,Inlagd Sill,Seafood,La maison d'Asie,15.2,6,0.2,72.96
10372,Camembert Pierrot,Dairy Products,Queen Cozinha,27.2,70,0.25,1428.00
10372,Côte de Blaye,Beverages,Queen Cozinha,210.8,40,0.25,6324.00
10372,Mozzarella di Giovanni,Dairy Products,Queen Cozinha,27.8,42,0.25,875.70
10372,Sir Rodney's Marmalade,Confections,Queen Cozinha,64.8,12,0.25,583.20
10373,Escargots de Bourgogne,Seafood,Hungry Owl All-Night Grocers,10.6,80,0.2,678.40
10373,Flotemysost,Dairy Products,Hungry Owl All-Night Grocers,17.2,50,0.2,688.00
10374,Escargots de Bourgogne,Seafood,Wolski  Zajazd,10.6,15,0,159.00
10374,Gorgonzola Telino,Dairy Products,Wolski  Zajazd,10,30,0,300.00
10375,Tofu,Produce,Hungry Coyote Import Store,18.6,15,0,279.00
10375,Tourtière,Meat/Poultry,Hungry Coyote Import Store,5.9,10,0,59.00
10376,Gorgonzola Telino,Dairy Products,Mère Paillarde,10,42,0.05,399.00
10377,Chartreuse verte,Beverages,Seven Seas Imports,14.4,20,0.15,244.80
10377,Rössle Sauerkraut,Produce,Seven Seas Imports,36.4,20,0.15,618.80
10378,Flotemysost,Dairy Products,Folk och fä HB,17.2,6,0,103.20
10379,Jack's New England Clam Chowder,Seafood,Que Delícia,7.7,8,0.1,55.44
10379,Louisiana Fiery Hot Pepper Sauce,Condiments,Que Delícia,16.8,20,0.1,302.40
10379,Vegie-spread,Condiments,Que Delícia,35.1,16,0.1,505.44
10380,Camembert Pierrot,Dairy Products,Hungry Owl All-Night Grocers,27.2,6,0.1,146.88
10380,Nord-Ost Matjeshering,Seafood,Hungry Owl All-Night Grocers,20.7,18,0.1,335.34
10380,Outback Lager,Beverages,Hungry Owl All-Night Grocers,12,30,0,360.00
10380,Perth Pasties,Meat/Poultry,Hungry Owl All-Night Grocers,26.2,20,0.1,471.60
10381,Longlife Tofu,Produce,LILA-Supermercado,8,14,0,112.00
10382,Carnarvon Tigers,Seafood,Ernst Handel,50,9,0,450.00
10382,Chef Anton's Gumbo Mix,Condiments,Ernst Handel,17,32,0,544.00
10382,Geitost,Dairy Products,Ernst Handel,2,60,0,120.00
10382,Longlife Tofu,Produce,Ernst Handel,8,50,0,400.00
10382,Thüringer Rostbratwurst,Meat/Poultry,Ernst Handel,99,14,0,1386.00
10383,Gnocchi di nonna Alice,Grains/Cereals,Around the Horn,30.4,20,0,608.00
10383,Konbu,Seafood,Around the Horn,4.8,20,0,96.00
10383,Valkoinen suklaa,Confections,Around the Horn,13,15,0,195.00
10384,Camembert Pierrot,Dairy Products,Berglunds snabbköp,27.2,15,0,408.00
10384,Sir Rodney's Marmalade,Confections,Berglunds snabbköp,64.8,28,0,1814.40
10385,Camembert Pierrot,Dairy Products,Split Rail Beer & Ale,27.2,20,0.2,435.20
10385,Scottish Longbreads,Confections,Split Rail Beer & Ale,10,8,0.2,64.00
10385,Uncle Bob's Organic Dried Pears,Produce,Split Rail Beer & Ale,24,10,0.2,192.00
10386,Guaraná Fantástica,Beverages,Familia Arquibaldo,3.6,15,0,54.00
10386,Sasquatch Ale,Beverages,Familia Arquibaldo,11.2,10,0,112.00
10387,Flotemysost,Dairy Products,Santé Gourmet,17.2,15,0,258.00
10387,Guaraná Fantástica,Beverages,Santé Gourmet,3.6,15,0,54.00
10387,Raclette Courdavault,Dairy Products,Santé Gourmet,44,12,0,528.00
10387,Rössle Sauerkraut,Produce,Santé Gourmet,36.4,6,0,218.40
10388,Filo Mix,Grains/Cereals,Seven Seas Imports,5.6,20,0.2,89.60
10388,Perth Pasties,Meat/Poultry,Seven Seas Imports,26.2,40,0,1048.00
10388,Rogede sild,Seafood,Seven Seas Imports,7.6,15,0.2,91.20
10389,Ikura,Seafood,Bottom-Dollar Markets,24.8,16,0,396.80
10389,Outback Lager,Beverages,Bottom-Dollar Markets,12,30,0,360.00
10389,Pâté chinois,Meat/Poultry,Bottom-Dollar Markets,19.2,15,0,288.00
10389,Tarte au sucre,Confections,Bottom-Dollar Markets,39.4,20,0,788.00
10390,Gorgonzola Telino,Dairy Products,Ernst Handel,10,60,0.1,540.00
10390,Mozzarella di Giovanni,Dairy Products,Ernst Handel,27.8,24,0.1,600.48
10390,Spegesild,Seafood,Ernst Handel,9.6,45,0,432.00
10390,Steeleye Stout,Beverages,Ernst Handel,14.4,40,0.1,518.40
10391,Konbu,Seafood,Drachenblut Delikatessen,4.8,18,0,86.40
10392,Gudbrandsdalsost,Dairy Products,Piccolo und mehr,28.8,50,0,1440.00
10393,Chang,Beverages,Save-a-lot Markets,15.2,25,0.25,285.00
10393,Gorgonzola Telino,Dairy Products,Save-a-lot Markets,10,32,0,320.00
10393,Gumbär Gummibärchen,Confections,Save-a-lot Markets,24.9,70,0.25,1307.25
10393,NuNuCa Nuß-Nougat-Creme,Confections,Save-a-lot Markets,11.2,7,0.25,58.80
10393,Tofu,Produce,Save-a-lot Markets,18.6,42,0.25,585.90
10394,Konbu,Seafood,Hungry Coyote Import Store,4.8,10,0,48.00
10394,Tarte au sucre,Confections,Hungry Coyote Import Store,39.4,10,0,394.00
10395,Gudbrandsdalsost,Dairy Products,HILARION-Abastos,28.8,8,0,230.40
10395,Perth Pasties,Meat/Poultry,HILARION-Abastos,26.2,70,0.1,1650.60
10395,Spegesild,Seafood,HILARION-Abastos,9.6,28,0.1,241.92
10396,Flotemysost,Dairy Products,Frankenversand,17.2,60,0,1032.00
10396,Mozzarella di Giovanni,Dairy Products,Frankenversand,27.8,21,0,583.80
10396,Tunnbröd,Grains/Cereals,Frankenversand,7.2,40,0,288.00
10397,Manjimup Dried Apples,Produce,Princesa Isabel Vinhos,42.4,18,0.15,648.72
10397,Sir Rodney's Scones,Confections,Princesa Isabel Vinhos,8,10,0.15,68.00
10398,Pâté chinois,Meat/Poultry,Save-a-lot Markets,19.2,120,0.1,2073.60
10398,Steeleye Stout,Beverages,Save-a-lot Markets,14.4,30,0,432.00
10399,Flotemysost,Dairy Products,Vaffeljernet,17.2,30,0,516.00
10399,Lakkalikööri,Beverages,Vaffeljernet,14.4,35,0,504.00
10399,Original Frankfurter grüne Soße,Condiments,Vaffeljernet,10.4,14,0,145.60
10399,Scottish Longbreads,Confections,Vaffeljernet,10,60,0,600.00
10400,Maxilaku,Confections,Eastern Connection,16,30,0,480.00
10400,Steeleye Stout,Beverages,Eastern Connection,14.4,35,0,504.00
10400,Thüringer Rostbratwurst,Meat/Poultry,Eastern Connection,99,21,0,2079.00
10401,Flotemysost,Dairy Products,Rattlesnake Canyon Grocery,17.2,60,0,1032.00
10401,Gnocchi di nonna Alice,Grains/Cereals,Rattlesnake Canyon Grocery,30.4,70,0,2128.00
10401,Louisiana Fiery Hot Pepper Sauce,Condiments,Rattlesnake Canyon Grocery,16.8,20,0,336.00
10401,Nord-Ost Matjeshering,Seafood,Rattlesnake Canyon Grocery,20.7,18,0,372.60
10402,Tunnbröd,Grains/Cereals,Ernst Handel,7.2,60,0,432.00
10402,Vegie-spread,Condiments,Ernst Handel,35.1,65,0,2281.50
10403,Chocolade,Confections,Ernst Handel,10.2,70,0.15,606.90
10403,Pavlova,Confections,Ernst Handel,13.9,21,0.15,248.11
10404,Gumbär Gummibärchen,Confections,Magazzini Alimentari Riuniti,24.9,30,0.05,709.65
10404,Maxilaku,Confections,Magazzini Alimentari Riuniti,16,30,0.05,456.00
10404,Singaporean Hokkien Fried Mee,Grains/Cereals,Magazzini Alimentari Riuniti,11.2,40,0.05,425.60
10405,Aniseed Syrup,Condiments,LINO-Delicateses,8,50,0,400.00
10406,Boston Crab Meat,Seafood,Queen Cozinha,14.7,2,0.1,26.46
10406,Chai,Beverages,Queen Cozinha,14.4,10,0,144.00
10406,Inlagd Sill,Seafood,Queen Cozinha,15.2,5,0.1,68.40
10406,Rössle Sauerkraut,Produce,Queen Cozinha,36.4,42,0.1,1375.92
10406,Sir Rodney's Scones,Confections,Queen Cozinha,8,30,0.1,216.00
10407,Flotemysost,Dairy Products,Ottilies Käseladen,17.2,15,0,258.00
10407,Gudbrandsdalsost,Dairy Products,Ottilies Käseladen,28.8,15,0,432.00
10407,Queso Cabrales,Dairy Products,Ottilies Käseladen,16.8,30,0,504.00
10408,Gravad lax,Seafood,Folies gourmandes,20.8,10,0,208.00
10408,Tarte au sucre,Confections,Folies gourmandes,39.4,35,0,1379.00
10408,Tourtière,Meat/Poultry,Folies gourmandes,5.9,6,0,35.40
10409,Sir Rodney's Scones,Confections,Océano Atlántico Ltda.,8,12,0,96.00
10409,Tofu,Produce,Océano Atlántico Ltda.,18.6,12,0,223.20
10410,Geitost,Dairy Products,Bottom-Dollar Markets,2,49,0,98.00
10410,Raclette Courdavault,Dairy Products,Bottom-Dollar Markets,44,16,0,704.00
10411,Gula Malacca,Condiments,Bottom-Dollar Markets,15.5,40,0.2,496.00
10411,Jack's New England Clam Chowder,Seafood,Bottom-Dollar Markets,7.7,25,0.2,154.00
10411,Raclette Courdavault,Dairy Products,Bottom-Dollar Markets,44,9,0.2,316.80
10412,Tofu,Produce,Wartian Herkku,18.6,20,0.1,334.80
10413,Chai,Beverages,La maison d'Asie,14.4,24,0,345.60
10413,Lakkalikööri,Beverages,La maison d'Asie,14.4,14,0,201.60
10413,Tarte au sucre,Confections,La maison d'Asie,39.4,40,0,1576.00
10414,Geitost,Dairy Products,Familia Arquibaldo,2,50,0,100.00
10414,Teatime Chocolate Biscuits,Confections,Familia Arquibaldo,7.3,18,0.05,124.83
10415,Alice Mutton,Meat/Poultry,Hungry Coyote Import Store,31.2,2,0,62.40
10415,Geitost,Dairy Products,Hungry Coyote Import Store,2,20,0,40.00
10416,Perth Pasties,Meat/Poultry,Wartian Herkku,26.2,10,0,262.00
10416,Ravioli Angelo,Grains/Cereals,Wartian Herkku,15.6,20,0,312.00
10416,Teatime Chocolate Biscuits,Confections,Wartian Herkku,7.3,20,0,146.00
10417,Côte de Blaye,Beverages,Simons bistro,210.8,50,0,10540.00
10417,Original Frankfurter grüne Soße,Condiments,Simons bistro,10.4,35,0,364.00
10417,Scottish Longbreads,Confections,Simons bistro,10,36,0.25,270.00
10417,Spegesild,Seafood,Simons bistro,9.6,2,0.25,14.40
10418,Chang,Beverages,QUICK-Stop,15.2,60,0,912.00
10418,Longlife Tofu,Produce,QUICK-Stop,8,15,0,120.00
10418,Sirop d'érable,Condiments,QUICK-Stop,22.8,16,0,364.80
10418,Zaanse koeken,Confections,QUICK-Stop,7.6,55,0,418.00
10419,Camembert Pierrot,Dairy Products,Richter Supermarkt,27.2,60,0.05,1550.40
10419,Gudbrandsdalsost,Dairy Products,Richter Supermarkt,28.8,20,0.05,547.20
10420,Konbu,Seafood,Wellington Importadora,4.8,2,0.1,8.64
10420,Mishi Kobe Niku,Meat/Poultry,Wellington Importadora,77.6,20,0.1,1396.80
10420,Outback Lager,Beverages,Wellington Importadora,12,8,0.1,86.40
10420,Röd Kaviar,Seafood,Wellington Importadora,12,20,0.1,216.00
10421,Gumbär Gummibärchen,Confections,Que Delícia,24.9,30,0,747.00
10421,Original Frankfurter grüne Soße,Condiments,Que Delícia,10.4,10,0.15,88.40
10421,Perth Pasties,Meat/Poultry,Que Delícia,26.2,15,0.15,334.05
10421,Teatime Chocolate Biscuits,Confections,Que Delícia,7.3,4,0.15,24.82
10422,Gumbär Gummibärchen,Confections,Franchi S.p.A.,24.9,2,0,49.80
10423,Gorgonzola Telino,Dairy Products,Gourmet Lanchonetes,10,14,0,140.00
10423,Raclette Courdavault,Dairy Products,Gourmet Lanchonetes,44,20,0,880.00
10424,Côte de Blaye,Beverages,Mère Paillarde,210.8,49,0.2,8263.36
10424,Scottish Longbreads,Confections,Mère Paillarde,10,30,0.2,240.00
10424,Steeleye Stout,Beverages,Mère Paillarde,14.4,60,0.2,691.20
10425,Lakkalikööri,Beverages,La maison d'Asie,14.4,20,0.25,216.00
10425,Pâté chinois,Meat/Poultry,La maison d'Asie,19.2,10,0.25,144.00
10426,Gnocchi di nonna Alice,Grains/Cereals,Galería del gastrónomo,30.4,5,0,152.00
10426,Wimmers gute Semmelknödel,Grains/Cereals,Galería del gastrónomo,26.6,7,0,186.20
10427,Tofu,Produce,Piccolo und mehr,18.6,35,0,651.00
10428,Spegesild,Seafood,Reggiani Caseifici,9.6,20,0,192.00
10429,Valkoinen suklaa,Confections,Hungry Owl All-Night Grocers,13,40,0,520.00
10429,Vegie-spread,Condiments,Hungry Owl All-Night Grocers,35.1,35,0.25,921.38
10430,Alice Mutton,Meat/Poultry,Ernst Handel,31.2,45,0.2,1123.20
10430,Gnocchi di nonna Alice,Grains/Cereals,Ernst Handel,30.4,30,0,912.00
10430,Raclette Courdavault,Dairy Products,Ernst Handel,44,70,0.2,2464.00
10430,Sir Rodney's Scones,Confections,Ernst Handel,8,50,0,400.00
10431,Alice Mutton,Meat/Poultry,Bottom-Dollar Markets,31.2,50,0.25,1170.00
10431,Boston Crab Meat,Seafood,Bottom-Dollar Markets,14.7,50,0.25,551.25
10431,Zaanse koeken,Confections,Bottom-Dollar Markets,7.6,30,0.25,171.00
10432,Gumbär Gummibärchen,Confections,Split Rail Beer & Ale,24.9,10,0,249.00
10432,Tourtière,Meat/Poultry,Split Rail Beer & Ale,5.9,40,0,236.00
10433,Gnocchi di nonna Alice,Grains/Cereals,Princesa Isabel Vinhos,30.4,28,0,851.20
10434,Lakkalikööri,Beverages,Folk och fä HB,14.4,18,0.15,220.32
10434,Queso Cabrales,Dairy Products,Folk och fä HB,16.8,6,0,100.80
10435,Chang,Beverages,Consolidated Holdings,15.2,10,0,152.00
10435,Gustaf's Knäckebröd,Grains/Cereals,Consolidated Holdings,16.8,12,0,201.60
10435,Mozzarella di Giovanni,Dairy Products,Consolidated Holdings,27.8,10,0,278.00
10436,Gnocchi di nonna Alice,Grains/Cereals,Blondesddsl père et fils,30.4,40,0.1,1094.40
10436,Rhönbräu Klosterbier,Beverages,Blondesddsl père et fils,6.2,24,0.1,133.92
10436,Spegesild,Seafood,Blondesddsl père et fils,9.6,5,0,48.00
10436,Wimmers gute Semmelknödel,Grains/Cereals,Blondesddsl père et fils,26.6,30,0.1,718.20
10437,Perth Pasties,Meat/Poultry,Wartian Herkku,26.2,15,0,393.00
10438,Ravioli Angelo,Grains/Cereals,Toms Spezialitäten,15.6,15,0.2,187.20
10438,Sasquatch Ale,Beverages,Toms Spezialitäten,11.2,20,0.2,179.20
10438,Teatime Chocolate Biscuits,Confections,Toms Spezialitäten,7.3,15,0.2,87.60
10439,Longlife Tofu,Produce,Mère Paillarde,8,30,0,240.00
10439,Pavlova,Confections,Mère Paillarde,13.9,16,0,222.40
10439,Queso Manchego La Pastora,Dairy Products,Mère Paillarde,30.4,15,0,456.00
10439,Wimmers gute Semmelknödel,Grains/Cereals,Mère Paillarde,26.6,6,0,159.60
10440,Chang,Beverages,Save-a-lot Markets,15.2,45,0.15,581.40
10440,Pavlova,Confections,Save-a-lot Markets,13.9,49,0.15,578.93
10440,Sirop d'érable,Condiments,Save-a-lot Markets,22.8,90,0.15,1744.20
10440,Thüringer Rostbratwurst,Meat/Poultry,Save-a-lot Markets,99,24,0.15,2019.60
10441,Schoggi Schokolade,Confections,Old World Delicatessen,35.1,50,0,1755.00
10442,Louisiana Hot Spiced Okra,Condiments,Ernst Handel,13.6,60,0,816.00
10442,Queso Cabrales,Dairy Products,Ernst Handel,16.8,30,0,504.00
10442,Tourtière,Meat/Poultry,Ernst Handel,5.9,80,0,472.00
10443,Queso Cabrales,Dairy Products,Reggiani Caseifici,16.8,6,0.2,80.64
10443,Rössle Sauerkraut,Produce,Reggiani Caseifici,36.4,12,0,436.80
10444,Alice Mutton,Meat/Poultry,Berglunds snabbköp,31.2,10,0,312.00
10444,Gumbär Gummibärchen,Confections,Berglunds snabbköp,24.9,15,0,373.50
10444,Jack's New England Clam Chowder,Seafood,Berglunds snabbköp,7.7,30,0,231.00
10444,Steeleye Stout,Beverages,Berglunds snabbköp,14.4,8,0,115.20
10445,Chartreuse verte,Beverages,Berglunds snabbköp,14.4,6,0,86.40
10445,Tourtière,Meat/Poultry,Berglunds snabbköp,5.9,15,0,88.50
10446,Filo Mix,Grains/Cereals,Toms Spezialitäten,5.6,15,0.1,75.60
10446,Gorgonzola Telino,Dairy Products,Toms Spezialitäten,10,3,0.1,27.00
10446,Guaraná Fantástica,Beverages,Toms Spezialitäten,3.6,20,0.1,64.80
10446,Teatime Chocolate Biscuits,Confections,Toms Spezialitäten,7.3,12,0.1,78.84
10447,Flotemysost,Dairy Products,Ricardo Adocicados,17.2,2,0,34.40
10447,Louisiana Fiery Hot Pepper Sauce,Condiments,Ricardo Adocicados,16.8,35,0,588.00
10447,Teatime Chocolate Biscuits,Confections,Ricardo Adocicados,7.3,40,0,292.00
10448,Boston Crab Meat,Seafood,Rancho grande,14.7,20,0,294.00
10448,Gumbär Gummibärchen,Confections,Rancho grande,24.9,6,0,149.40
10449,Filo Mix,Grains/Cereals,Blondesddsl père et fils,5.6,20,0,112.00
10449,Ikura,Seafood,Blondesddsl père et fils,24.8,14,0,347.20
10449,Tarte au sucre,Confections,Blondesddsl père et fils,39.4,35,0,1379.00
10450,Ikura,Seafood,Victuailles en stock,24.8,20,0.2,396.80
10450,Tourtière,Meat/Poultry,Victuailles en stock,5.9,6,0.2,28.32
10451,Louisiana Fiery Hot Pepper Sauce,Condiments,QUICK-Stop,16.8,28,0.1,423.36
10451,Original Frankfurter grüne Soße,Condiments,QUICK-Stop,10.4,55,0.1,514.80
10451,Pâté chinois,Meat/Poultry,QUICK-Stop,19.2,120,0.1,2073.60
10451,Wimmers gute Semmelknödel,Grains/Cereals,QUICK-Stop,26.6,35,0.1,837.90
10452,Gula Malacca,Condiments,Save-a-lot Markets,15.5,100,0.05,1472.50
10452,Rössle Sauerkraut,Produce,Save-a-lot Markets,36.4,15,0,546.00
10453,Chocolade,Confections,Around the Horn,10.2,15,0.1,137.70
10453,Outback Lager,Beverages,Around the Horn,12,25,0.1,270.00
10454,Geitost,Dairy Products,La maison d'Asie,2,20,0.2,32.00
10454,Pavlova,Confections,La maison d'Asie,13.9,20,0.2,222.40
10454,Spegesild,Seafood,La maison d'Asie,9.6,10,0.2,76.80
10455,Chartreuse verte,Beverages,Wartian Herkku,14.4,20,0,288.00
10455,Flotemysost,Dairy Products,Wartian Herkku,17.2,30,0,516.00
10455,Perth Pasties,Meat/Poultry,Wartian Herkku,26.2,50,0,1310.00
10455,Sirop d'érable,Condiments,Wartian Herkku,22.8,25,0,570.00
10456,Maxilaku,Confections,Königlich Essen,16,21,0.15,285.60
10456,Sir Rodney's Scones,Confections,Königlich Essen,8,40,0.15,272.00
10457,Raclette Courdavault,Dairy Products,Königlich Essen,44,36,0,1584.00
10458,Flotemysost,Dairy Products,Suprêmes délices,17.2,50,0,860.00
10458,Gnocchi di nonna Alice,Grains/Cereals,Suprêmes délices,30.4,15,0,456.00
10458,Gumbär Gummibärchen,Confections,Suprêmes délices,24.9,30,0,747.00
10458,Ipoh Coffee,Beverages,Suprêmes délices,36.8,20,0,736.00
10458,Rössle Sauerkraut,Produce,Suprêmes délices,36.4,30,0,1092.00
10459,Mozzarella di Giovanni,Dairy Products,Victuailles en stock,27.8,40,0,1112.00
10459,Spegesild,Seafood,Victuailles en stock,9.6,20,0.05,182.40
10459,Uncle Bob's Organic Dried Pears,Produce,Victuailles en stock,24,16,0.05,364.80
10460,Rhönbräu Klosterbier,Beverages,Folk och fä HB,6.2,4,0.25,18.60
10460,Scottish Longbreads,Confections,Folk och fä HB,10,21,0.25,157.50
10461,Nord-Ost Matjeshering,Seafood,LILA-Supermercado,20.7,28,0.25,434.70
10461,Pâté chinois,Meat/Poultry,LILA-Supermercado,19.2,60,0.25,864.00
10461,Sir Rodney's Scones,Confections,LILA-Supermercado,8,40,0.25,240.00
10462,Konbu,Seafood,Consolidated Holdings,4.8,1,0,4.80
10462,Tunnbröd,Grains/Cereals,Consolidated Holdings,7.2,21,0,151.20
10463,Singaporean Hokkien Fried Mee,Grains/Cereals,Suprêmes délices,11.2,50,0,560.00
10463,Teatime Chocolate Biscuits,Confections,Suprêmes délices,7.3,21,0,153.30
10464,Camembert Pierrot,Dairy Products,Furia Bacalhau e Frutos do Mar,27.2,20,0,544.00
10464,Chef Anton's Cajun Seasoning,Condiments,Furia Bacalhau e Frutos do Mar,17.6,16,0.2,225.28
10464,Gnocchi di nonna Alice,Grains/Cereals,Furia Bacalhau e Frutos do Mar,30.4,30,0.2,729.60
10464,Ipoh Coffee,Beverages,Furia Bacalhau e Frutos do Mar,36.8,3,0,110.40
10465,Boston Crab Meat,Seafood,Vaffeljernet,14.7,20,0,294.00
10465,Guaraná Fantástica,Beverages,Vaffeljernet,3.6,25,0,90.00
10465,Rogede sild,Seafood,Vaffeljernet,7.6,30,0.1,205.20
10465,Thüringer Rostbratwurst,Meat/Poultry,Vaffeljernet,99,18,0.1,1603.80
10465,Valkoinen suklaa,Confections,Vaffeljernet,13,25,0,325.00
10466,Queso Cabrales,Dairy Products,Comércio Mineiro,16.8,10,0,168.00
10466,Spegesild,Seafood,Comércio Mineiro,9.6,5,0,48.00
10467,Guaraná Fantástica,Beverages,Magazzini Alimentari Riuniti,3.6,28,0,100.80
10467,NuNuCa Nuß-Nougat-Creme,Confections,Magazzini Alimentari Riuniti,11.2,12,0,134.40
10468,Ipoh Coffee,Beverages,Königlich Essen,36.8,15,0,552.00
10468,Nord-Ost Matjeshering,Seafood,Königlich Essen,20.7,8,0,165.60
10469,Chang,Beverages,White Clover Markets,15.2,40,0.15,516.80
10469,Gula Malacca,Condiments,White Clover Markets,15.5,2,0.15,26.35
10469,Pavlova,Confections,White Clover Markets,13.9,35,0.15,413.52
10470,Carnarvon Tigers,Seafood,Bon app',50,30,0,1500.00
10470,Tunnbröd,Grains/Cereals,Bon app',7.2,15,0,108.00
10470,Wimmers gute Semmelknödel,Grains/Cereals,Bon app',26.6,8,0,212.80
10471,Gnocchi di nonna Alice,Grains/Cereals,B's Beverages,30.4,20,0,608.00
10471,Uncle Bob's Organic Dried Pears,Produce,B's Beverages,24,30,0,720.00
10472,Guaraná Fantástica,Beverages,Seven Seas Imports,3.6,80,0.05,273.60
10472,Manjimup Dried Apples,Produce,Seven Seas Imports,42.4,18,0,763.20
10473,Flotemysost,Dairy Products,Island Trading,17.2,12,0,206.40
10473,Geitost,Dairy Products,Island Trading,2,12,0,24.00
10474,Boston Crab Meat,Seafood,Pericles Comidas clásicas,14.7,21,0,308.70
10474,Rhönbräu Klosterbier,Beverages,Pericles Comidas clásicas,6.2,10,0,62.00
10474,Rössle Sauerkraut,Produce,Pericles Comidas clásicas,36.4,18,0,655.20
10474,Tofu,Produce,Pericles Comidas clásicas,18.6,12,0,223.20
10475,Gorgonzola Telino,Dairy Products,Suprêmes délices,10,35,0.15,297.50
10475,Lakkalikööri,Beverages,Suprêmes délices,14.4,42,0.15,514.08
10475,Louisiana Hot Spiced Okra,Condiments,Suprêmes délices,13.6,60,0.15,693.60
10476,Outback Lager,Beverages,HILARION-Abastos,12,12,0,144.00
10476,Pâté chinois,Meat/Poultry,HILARION-Abastos,19.2,2,0.05,36.48
10477,Chai,Beverages,Princesa Isabel Vinhos,14.4,15,0,216.00
10477,Chartreuse verte,Beverages,Princesa Isabel Vinhos,14.4,20,0.25,216.00
10477,Sir Rodney's Scones,Confections,Princesa Isabel Vinhos,8,21,0.25,126.00
10478,Ikura,Seafood,Victuailles en stock,24.8,20,0.05,471.20
10479,Côte de Blaye,Beverages,Rattlesnake Canyon Grocery,210.8,30,0,6324.00
10479,Perth Pasties,Meat/Poultry,Rattlesnake Canyon Grocery,26.2,28,0,733.60
10479,Raclette Courdavault,Dairy Products,Rattlesnake Canyon Grocery,44,60,0,2640.00
10479,Wimmers gute Semmelknödel,Grains/Cereals,Rattlesnake Canyon Grocery,26.6,30,0,798.00
10480,Raclette Courdavault,Dairy Products,Folies gourmandes,44,12,0,528.00
10480,Zaanse koeken,Confections,Folies gourmandes,7.6,30,0,228.00
10481,Camembert Pierrot,Dairy Products,Ricardo Adocicados,27.2,40,0,1088.00
10481,Maxilaku,Confections,Ricardo Adocicados,16,24,0,384.00
10482,Boston Crab Meat,Seafood,Lazy K Kountry Store,14.7,10,0,147.00
10483,Original Frankfurter grüne Soße,Condiments,White Clover Markets,10.4,30,0.05,296.40
10483,Sasquatch Ale,Beverages,White Clover Markets,11.2,35,0.05,372.40
10484,Boston Crab Meat,Seafood,B's Beverages,14.7,10,0,147.00
10484,Manjimup Dried Apples,Produce,B's Beverages,42.4,3,0,127.20
10484,Sir Rodney's Scones,Confections,B's Beverages,8,14,0,112.00
10485,Aniseed Syrup,Condiments,LINO-Delicateses,8,20,0.1,144.00
10485,Chang,Beverages,LINO-Delicateses,15.2,20,0.1,273.60
10485,Outback Lager,Beverages,LINO-Delicateses,12,60,0.1,648.00
10485,Pâté chinois,Meat/Poultry,LINO-Delicateses,19.2,30,0.1,518.40
10486,Longlife Tofu,Produce,HILARION-Abastos,8,16,0,128.00
10486,Manjimup Dried Apples,Produce,HILARION-Abastos,42.4,25,0,1060.00
10486,Queso Cabrales,Dairy Products,HILARION-Abastos,16.8,5,0,84.00
10487,Gumbär Gummibärchen,Confections,Queen Cozinha,24.9,30,0,747.00
10487,Teatime Chocolate Biscuits,Confections,Queen Cozinha,7.3,5,0,36.50
10487,Tourtière,Meat/Poultry,Queen Cozinha,5.9,24,0.25,106.20
10488,Raclette Courdavault,Dairy Products,Frankenversand,44,30,0,1320.00
10488,Röd Kaviar,Seafood,Frankenversand,12,20,0.2,192.00
10489,Pavlova,Confections,Piccolo und mehr,13.9,18,0,250.20
10489,Queso Cabrales,Dairy Products,Piccolo und mehr,16.8,15,0.25,189.00
10490,Raclette Courdavault,Dairy Products,HILARION-Abastos,44,60,0,2640.00
10490,Rhönbräu Klosterbier,Beverages,HILARION-Abastos,6.2,36,0,223.20
10490,Scottish Longbreads,Confections,HILARION-Abastos,10,30,0,300.00
10491,Gula Malacca,Condiments,Furia Bacalhau e Frutos do Mar,15.5,15,0.15,197.63
10491,Original Frankfurter grüne Soße,Condiments,Furia Bacalhau e Frutos do Mar,10.4,7,0.15,61.88
10492,NuNuCa Nuß-Nougat-Creme,Confections,Bottom-Dollar Markets,11.2,60,0.05,638.40
10492,Singaporean Hokkien Fried Mee,Grains/Cereals,Bottom-Dollar Markets,11.2,20,0.05,212.80
10493,Gudbrandsdalsost,Dairy Products,La maison d'Asie,28.8,10,0.1,259.20
10493,Louisiana Fiery Hot Pepper Sauce,Condiments,La maison d'Asie,16.8,15,0.1,226.80
10493,Louisiana Hot Spiced Okra,Condiments,La maison d'Asie,13.6,10,0.1,122.40
10494,Gnocchi di nonna Alice,Grains/Cereals,Comércio Mineiro,30.4,30,0,912.00
10495,Jack's New England Clam Chowder,Seafood,Laughing Bacchus Wine Cellars,7.7,20,0,154.00
10495,Original Frankfurter grüne Soße,Condiments,Laughing Bacchus Wine Cellars,10.4,5,0,52.00
10495,Tunnbröd,Grains/Cereals,Laughing Bacchus Wine Cellars,7.2,10,0,72.00
10496,Gorgonzola Telino,Dairy Products,Tradição Hipermercados,10,20,0.05,190.00
10497,Gnocchi di nonna Alice,Grains/Cereals,Lehmanns Marktstand,30.4,14,0,425.60
10497,Mozzarella di Giovanni,Dairy Products,Lehmanns Marktstand,27.8,25,0,695.00
