OrderID,ProductName,CategoryName,Discontinued,UnitsInStock,ProductPrice,UnitPrice,Quantity,Discount,Sales
10382,Thüringer Rostbratwurst,Meat/Poultry,1,0,123.79,99,14,0,1386.00
10383,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,20,0,608.00
10383,Konbu,Seafood,0,24,6,4.8,20,0,96.00
10383,Valkoinen suklaa,Confections,0,65,16.25,13,15,0,195.00
10384,Camembert Pierrot,Dairy Products,0,19,34,27.2,15,0,408.00
10384,Sir Rodney's Marmalade,Confections,0,40,81,64.8,28,0,1814.40
10385,Camembert Pierrot,Dairy Products,0,19,34,27.2,20,0.2,435.20
10385,Scottish Longbreads,Confections,0,6,12.5,10,8,0.2,64.00
10385,Uncle Bob's Organic Dried Pears,Produce,0,15,30,24,10,0.2,192.00
10386,Guaraná Fantástica,Beverages,1,20,4.5,3.6,15,0,54.00
10386,Sasquatch Ale,Beverages,0,111,14,11.2,10,0,112.00
10387,Flotemysost,Dairy Products,0,26,21.5,17.2,15,0,258.00
10387,Guaraná Fantástica,Beverages,1,20,4.5,3.6,15,0,54.00
10387,Raclette Courdavault,Dairy Products,0,79,55,44,12,0,528.00
10387,Rössle Sauerkraut,Produce,1,26,45.6,36.4,6,0,218.40
10388,Filo Mix,Grains/Cereals,0,38,7,5.6,20,0.2,89.60
10388,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,40,0,1048.00
10388,Rogede sild,Seafood,0,5,9.5,7.6,15,0.2,91.20
10389,Ikura,Seafood,0,31,31,24.8,16,0,396.80
10389,Outback Lager,Beverages,0,15,15,12,30,0,360.00
10389,Pâté chinois,Meat/Poultry,0,115,24,19.2,15,0,288.00
10389,Tarte au sucre,Confections,0,17,49.3,39.4,20,0,788.00
10390,Gorgonzola Telino,Dairy Products,0,0,12.5,10,60,0.1,540.00
10390,Mozzarella di Giovanni,Dairy Products,0,14,34.8,27.8,24,0.1,600.48
10390,Spegesild,Seafood,0,95,12,9.6,45,0,432.00
10390,Steeleye Stout,Beverages,0,20,18,14.4,40,0.1,518.40
10391,Konbu,Seafood,0,24,6,4.8,18,0,86.40
10392,Gudbrandsdalsost,Dairy Products,0,26,36,28.8,50,0,1440.00
10393,Chang,Beverages,0,17,19,15.2,25,0.25,285.00
10393,Gorgonzola Telino,Dairy Products,0,0,12.5,10,32,0,320.00
10393,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,70,0.25,1307.25
10393,NuNuCa Nuß-Nougat-Creme,Confections,0,76,14,11.2,7,0.25,58.80
10393,Tofu,Produce,0,35,23.25,18.6,42,0.25,585.90
10394,Konbu,Seafood,0,24,6,4.8,10,0,48.00
10394,Tarte au sucre,Confections,0,17,49.3,39.4,10,0,394.00
10395,Gudbrandsdalsost,Dairy Products,0,26,36,28.8,8,0,230.40
10395,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,70,0.1,1650.60
10395,Spegesild,Seafood,0,95,12,9.6,28,0.1,241.92
10396,Flotemysost,Dairy Products,0,26,21.5,17.2,60,0,1032.00
10396,Mozzarella di Giovanni,Dairy Products,0,14,34.8,27.8,21,0,583.80
10396,Tunnbröd,Grains/Cereals,0,61,9,7.2,40,0,288.00
10397,Manjimup Dried Apples,Produce,0,20,53,42.4,18,0.15,648.72
10397,Sir Rodney's Scones,Confections,0,3,10,8,10,0.15,68.00
10398,Pâté chinois,Meat/Poultry,0,115,24,19.2,120,0.1,2073.60
10398,Steeleye Stout,Beverages,0,20,18,14.4,30,0,432.00
10399,Flotemysost,Dairy Products,0,26,21.5,17.2,30,0,516.00
10399,Lakkalikööri,Beverages,0,57,18,14.4,35,0,504.00
10399,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,14,0,145.60
10399,Scottish Longbreads,Confections,0,6,12.5,10,60,0,600.00
10400,Maxilaku,Confections,0,10,20,16,30,0,480.00
10400,Steeleye Stout,Beverages,0,20,18,14.4,35,0,504.00
10400,Thüringer Rostbratwurst,Meat/Poultry,1,0,123.79,99,21,0,2079.00
10401,Flotemysost,Dairy Products,0,26,21.5,17.2,60,0,1032.00
10401,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,70,0,2128.00
10401,Louisiana Fiery Hot Pepper Sauce,Condiments,0,76,21.05,16.8,20,0,336.00
10401,Nord-Ost Matjeshering,Seafood,0,10,25.89,20.7,18,0,372.60
10402,Tunnbröd,Grains/Cereals,0,61,9,7.2,60,0,432.00
10402,Vegie-spread,Condiments,0,24,43.9,35.1,65,0,2281.50
10403,Chocolade,Confections,0,15,12.75,10.2,70,0.15,606.90
10403,Pavlova,Confections,0,29,17.45,13.9,21,0.15,248.11
10404,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,30,0.05,709.65
10404,Maxilaku,Confections,0,10,20,16,30,0.05,456.00
10404,Singaporean Hokkien Fried Mee,Grains/Cereals,1,26,14,11.2,40,0.05,425.60
10405,Aniseed Syrup,Condiments,0,13,10,8,50,0,400.00
10406,Boston Crab Meat,Seafood,0,123,18.4,14.7,2,0.1,26.46
10406,Chai,Beverages,0,39,18,14.4,10,0,144.00
10406,Inlagd Sill,Seafood,0,112,19,15.2,5,0.1,68.40
10406,Rössle Sauerkraut,Produce,1,26,45.6,36.4,42,0.1,1375.92
10406,Sir Rodney's Scones,Confections,0,3,10,8,30,0.1,216.00
10407,Flotemysost,Dairy Products,0,26,21.5,17.2,15,0,258.00
10407,Gudbrandsdalsost,Dairy Products,0,26,36,28.8,15,0,432.00
10407,Queso Cabrales,Dairy Products,0,22,21,16.8,30,0,504.00
10408,Gravad lax,Seafood,0,11,26,20.8,10,0,208.00
10408,Tarte au sucre,Confections,0,17,49.3,39.4,35,0,1379.00
10408,Tourtière,Meat/Poultry,0,21,7.45,5.9,6,0,35.40
10409,Sir Rodney's Scones,Confections,0,3,10,8,12,0,96.00
10409,Tofu,Produce,0,35,23.25,18.6,12,0,223.20
10410,Geitost,Dairy Products,0,112,2.5,2,49,0,98.00
10410,Raclette Courdavault,Dairy Products,0,79,55,44,16,0,704.00
10411,Gula Malacca,Condiments,0,27,19.45,15.5,40,0.2,496.00
10411,Jack's New England Clam Chowder,Seafood,0,85,9.65,7.7,25,0.2,154.00
10411,Raclette Courdavault,Dairy Products,0,79,55,44,9,0.2,316.80
10412,Tofu,Produce,0,35,23.25,18.6,20,0.1,334.80
10413,Chai,Beverages,0,39,18,14.4,24,0,345.60
10413,Lakkalikööri,Beverages,0,57,18,14.4,14,0,201.60
10413,Tarte au sucre,Confections,0,17,49.3,39.4,40,0,1576.00
10414,Geitost,Dairy Products,0,112,2.5,2,50,0,100.00
10414,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,18,0.05,124.83
10415,Alice Mutton,Meat/Poultry,1,0,39,31.2,2,0,62.40
10415,Geitost,Dairy Products,0,112,2.5,2,20,0,40.00
10416,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,10,0,262.00
10416,Ravioli Angelo,Grains/Cereals,0,36,19.5,15.6,20,0,312.00
10416,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,20,0,146.00
10417,Côte de Blaye,Beverages,0,17,263.5,210.8,50,0,10540.00
10417,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,35,0,364.00
10417,Scottish Longbreads,Confections,0,6,12.5,10,36,0.25,270.00
10417,Spegesild,Seafood,0,95,12,9.6,2,0.25,14.40
10418,Chang,Beverages,0,17,19,15.2,60,0,912.00
10418,Longlife Tofu,Produce,0,4,10,8,15,0,120.00
10418,Sirop d'érable,Condiments,0,113,28.5,22.8,16,0,364.80
10418,Zaanse koeken,Confections,0,36,9.5,7.6,55,0,418.00
10419,Camembert Pierrot,Dairy Products,0,19,34,27.2,60,0.05,1550.40
10419,Gudbrandsdalsost,Dairy Products,0,26,36,28.8,20,0.05,547.20
10420,Konbu,Seafood,0,24,6,4.8,2,0.1,8.64
10420,Mishi Kobe Niku,Meat/Poultry,1,29,97,77.6,20,0.1,1396.80
10420,Outback Lager,Beverages,0,15,15,12,8,0.1,86.40
10420,Röd Kaviar,Seafood,0,101,15,12,20,0.1,216.00
10421,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,30,0,747.00
10421,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,10,0.15,88.40
10421,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,15,0.15,334.05
10421,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,4,0.15,24.82
10422,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,2,0,49.80
10423,Gorgonzola Telino,Dairy Products,0,0,12.5,10,14,0,140.00
10423,Raclette Courdavault,Dairy Products,0,79,55,44,20,0,880.00
10424,Côte de Blaye,Beverages,0,17,263.5,210.8,49,0.2,8263.36
10424,Scottish Longbreads,Confections,0,6,12.5,10,30,0.2,240.00
10424,Steeleye Stout,Beverages,0,20,18,14.4,60,0.2,691.20
10425,Lakkalikööri,Beverages,0,57,18,14.4,20,0.25,216.00
10425,Pâté chinois,Meat/Poultry,0,115,24,19.2,10,0.25,144.00
10426,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,5,0,152.00
10426,Wimmers gute Semmelknödel,Grains/Cereals,0,22,33.25,26.6,7,0,186.20
10427,Tofu,Produce,0,35,23.25,18.6,35,0,651.00
10428,Spegesild,Seafood,0,95,12,9.6,20,0,192.00
10429,Valkoinen suklaa,Confections,0,65,16.25,13,40,0,520.00
10429,Vegie-spread,Condiments,0,24,43.9,35.1,35,0.25,921.38
10430,Alice Mutton,Meat/Poultry,1,0,39,31.2,45,0.2,1123.20
10430,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,30,0,912.00
10430,Raclette Courdavault,Dairy Products,0,79,55,44,70,0.2,2464.00
10430,Sir Rodney's Scones,Confections,0,3,10,8,50,0,400.00
10431,Alice Mutton,Meat/Poultry,1,0,39,31.2,50,0.25,1170.00
10431,Boston Crab Meat,Seafood,0,123,18.4,14.7,50,0.25,551.25
10431,Zaanse koeken,Confections,0,36,9.5,7.6,30,0.25,171.00
10432,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,10,0,249.00
10432,Tourtière,Meat/Poultry,0,21,7.45,5.9,40,0,236.00
10433,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,28,0,851.20
10434,Lakkalikööri,Beverages,0,57,18,14.4,18,0.15,220.32
10434,Queso Cabrales,Dairy Products,0,22,21,16.8,6,0,100.80
10435,Chang,Beverages,0,17,19,15.2,10,0,152.00
10435,Gustaf's Knäckebröd,Grains/Cereals,0,104,21,16.8,12,0,201.60
10435,Mozzarella di Giovanni,Dairy Products,0,14,34.8,27.8,10,0,278.00
10436,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,40,0.1,1094.40
10436,Rhönbräu Klosterbier,Beverages,0,125,7.75,6.2,24,0.1,133.92
10436,Spegesild,Seafood,0,95,12,9.6,5,0,48.00
10436,Wimmers gute Semmelknödel,Grains/Cereals,0,22,33.25,26.6,30,0.1,718.20
10437,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,15,0,393.00
10438,Ravioli Angelo,Grains/Cereals,0,36,19.5,15.6,15,0.2,187.20
10438,Sasquatch Ale,Beverages,0,111,14,11.2,20,0.2,179.20
10438,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,15,0.2,87.60
10439,Longlife Tofu,Produce,0,4,10,8,30,0,240.00
10439,Pavlova,Confections,0,29,17.45,13.9,16,0,222.40
10439,Queso Manchego La Pastora,Dairy Products,0,86,38,30.4,15,0,456.00
10439,Wimmers gute Semmelknödel,Grains/Cereals,0,22,33.25,26.6,6,0,159.60
10440,Chang,Beverages,0,17,19,15.2,45,0.15,581.40
10440,Pavlova,Confections,0,29,17.45,13.9,49,0.15,578.93
10440,Sirop d'érable,Condiments,0,113,28.5,22.8,90,0.15,1744.20
10440,Thüringer Rostbratwurst,Meat/Poultry,1,0,123.79,99,24,0.15,2019.60
10441,Schoggi Schokolade,Confections,0,49,43.9,35.1,50,0,1755.00
10442,Louisiana Hot Spiced Okra,Condiments,0,4,17,13.6,60,0,816.00
10442,Queso Cabrales,Dairy Products,0,22,21,16.8,30,0,504.00
10442,Tourtière,Meat/Poultry,0,21,7.45,5.9,80,0,472.00
10443,Queso Cabrales,Dairy Products,0,22,21,16.8,6,0.2,80.64
10443,Rössle Sauerkraut,Produce,1,26,45.6,36.4,12,0,436.80
10444,Alice Mutton,Meat/Poultry,1,0,39,31.2,10,0,312.00
10444,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,15,0,373.50
10444,Jack's New England Clam Chowder,Seafood,0,85,9.65,7.7,30,0,231.00
10444,Steeleye Stout,Beverages,0,20,18,14.4,8,0,115.20
10445,Chartreuse verte,Beverages,0,69,18,14.4,6,0,86.40
10445,Tourtière,Meat/Poultry,0,21,7.45,5.9,15,0,88.50
10446,Filo Mix,Grains/Cereals,0,38,7,5.6,15,0.1,75.60
10446,Gorgonzola Telino,Dairy Products,0,0,12.5,10,3,0.1,27.00
10446,Guaraná Fantástica,Beverages,1,20,4.5,3.6,20,0.1,64.80
10446,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,12,0.1,78.84
10447,Flotemysost,Dairy Products,0,26,21.5,17.2,2,0,34.40
10447,Louisiana Fiery Hot Pepper Sauce,Condiments,0,76,21.05,16.8,35,0,588.00
10447,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,40,0,292.00
10448,Boston Crab Meat,Seafood,0,123,18.4,14.7,20,0,294.00
10448,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,6,0,149.40
10449,Filo Mix,Grains/Cereals,0,38,7,5.6,20,0,112.00
10449,Ikura,Seafood,0,31,31,24.8,14,0,347.20
10449,Tarte au sucre,Confections,0,17,49.3,39.4,35,0,1379.00
10450,Ikura,Seafood,0,31,31,24.8,20,0.2,396.80
10450,Tourtière,Meat/Poultry,0,21,7.45,5.9,6,0.2,28.32
10451,Louisiana Fiery Hot Pepper Sauce,Condiments,0,76,21.05,16.8,28,0.1,423.36
10451,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,55,0.1,514.80
10451,Pâté chinois,Meat/Poultry,0,115,24,19.2,120,0.1,2073.60
10451,Wimmers gute Semmelknödel,Grains/Cereals,0,22,33.25,26.6,35,0.1,837.90
10452,Gula Malacca,Condiments,0,27,19.45,15.5,100,0.05,1472.50
10452,Rössle Sauerkraut,Produce,1,26,45.6,36.4,15,0,546.00
10453,Chocolade,Confections,0,15,12.75,10.2,15,0.1,137.70
10453,Outback Lager,Beverages,0,15,15,12,25,0.1,270.00
10454,Geitost,Dairy Products,0,112,2.5,2,20,0.2,32.00
10454,Pavlova,Confections,0,29,17.45,13.9,20,0.2,222.40
10454,Spegesild,Seafood,0,95,12,9.6,10,0.2,76.80
10455,Chartreuse verte,Beverages,0,69,18,14.4,20,0,288.00
10455,Flotemysost,Dairy Products,0,26,21.5,17.2,30,0,516.00
10455,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,50,0,1310.00
10455,Sirop d'érable,Condiments,0,113,28.5,22.8,25,0,570.00
10456,Maxilaku,Confections,0,10,20,16,21,0.15,285.60
10456,Sir Rodney's Scones,Confections,0,3,10,8,40,0.15,272.00
10457,Raclette Courdavault,Dairy Products,0,79,55,44,36,0,1584.00
10458,Flotemysost,Dairy Products,0,26,21.5,17.2,50,0,860.00
10458,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,15,0,456.00
10458,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,30,0,747.00
10458,Ipoh Coffee,Beverages,0,17,46,36.8,20,0,736.00
10458,Rössle Sauerkraut,Produce,1,26,45.6,36.4,30,0,1092.00
10459,Mozzarella di Giovanni,Dairy Products,0,14,34.8,27.8,40,0,1112.00
10459,Spegesild,Seafood,0,95,12,9.6,20,0.05,182.40
10459,Uncle Bob's Organic Dried Pears,Produce,0,15,30,24,16,0.05,364.80
10460,Rhönbräu Klosterbier,Beverages,0,125,7.75,6.2,4,0.25,18.60
10460,Scottish Longbreads,Confections,0,6,12.5,10,21,0.25,157.50
10461,Nord-Ost Matjeshering,Seafood,0,10,25.89,20.7,28,0.25,434.70
10461,Pâté chinois,Meat/Poultry,0,115,24,19.2,60,0.25,864.00
10461,Sir Rodney's Scones,Confections,0,3,10,8,40,0.25,240.00
10462,Konbu,Seafood,0,24,6,4.8,1,0,4.80
10462,Tunnbröd,Grains/Cereals,0,61,9,7.2,21,0,151.20
10463,Singaporean Hokkien Fried Mee,Grains/Cereals,1,26,14,11.2,50,0,560.00
10463,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,21,0,153.30
10464,Camembert Pierrot,Dairy Products,0,19,34,27.2,20,0,544.00
10464,Chef Anton's Cajun Seasoning,Condiments,0,53,22,17.6,16,0.2,225.28
10464,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,30,0.2,729.60
10464,Ipoh Coffee,Beverages,0,17,46,36.8,3,0,110.40
10465,Boston Crab Meat,Seafood,0,123,18.4,14.7,20,0,294.00
10465,Guaraná Fantástica,Beverages,1,20,4.5,3.6,25,0,90.00
10465,Rogede sild,Seafood,0,5,9.5,7.6,30,0.1,205.20
10465,Thüringer Rostbratwurst,Meat/Poultry,1,0,123.79,99,18,0.1,1603.80
10465,Valkoinen suklaa,Confections,0,65,16.25,13,25,0,325.00
10466,Queso Cabrales,Dairy Products,0,22,21,16.8,10,0,168.00
10466,Spegesild,Seafood,0,95,12,9.6,5,0,48.00
10467,Guaraná Fantástica,Beverages,1,20,4.5,3.6,28,0,100.80
10467,NuNuCa Nuß-Nougat-Creme,Confections,0,76,14,11.2,12,0,134.40
10468,Ipoh Coffee,Beverages,0,17,46,36.8,15,0,552.00
10468,Nord-Ost Matjeshering,Seafood,0,10,25.89,20.7,8,0,165.60
10469,Chang,Beverages,0,17,19,15.2,40,0.15,516.80
10469,Gula Malacca,Condiments,0,27,19.45,15.5,2,0.15,26.35
10469,Pavlova,Confections,0,29,17.45,13.9,35,0.15,413.52
10470,Carnarvon Tigers,Seafood,0,42,62.5,50,30,0,1500.00
10470,Tunnbröd,Grains/Cereals,0,61,9,7.2,15,0,108.00
10470,Wimmers gute Semmelknödel,Grains/Cereals,0,22,33.25,26.6,8,0,212.80
10471,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,20,0,608.00
10471,Uncle Bob's Organic Dried Pears,Produce,0,15,30,24,30,0,720.00
10472,Guaraná Fantástica,Beverages,1,20,4.5,3.6,80,0.05,273.60
10472,Manjimup Dried Apples,Produce,0,20,53,42.4,18,0,763.20
10473,Flotemysost,Dairy Products,0,26,21.5,17.2,12,0,206.40
10473,Geitost,Dairy Products,0,112,2.5,2,12,0,24.00
10474,Boston Crab Meat,Seafood,0,123,18.4,14.7,21,0,308.70
10474,Rhönbräu Klosterbier,Beverages,0,125,7.75,6.2,10,0,62.00
10474,Rössle Sauerkraut,Produce,1,26,45.6,36.4,18,0,655.20
10474,Tofu,Produce,0,35,23.25,18.6,12,0,223.20
10475,Gorgonzola Telino,Dairy Products,0,0,12.5,10,35,0.15,297.50
10475,Lakkalikööri,Beverages,0,57,18,14.4,42,0.15,514.08
10475,Louisiana Hot Spiced Okra,Condiments,0,4,17,13.6,60,0.15,693.60
10476,Outback Lager,Beverages,0,15,15,12,12,0,144.00
10476,Pâté chinois,Meat/Poultry,0,115,24,19.2,2,0.05,36.48
10477,Chai,Beverages,0,39,18,14.4,15,0,216.00
10477,Chartreuse verte,Beverages,0,69,18,14.4,20,0.25,216.00
10477,Sir Rodney's Scones,Confections,0,3,10,8,21,0.25,126.00
10478,Ikura,Seafood,0,31,31,24.8,20,0.05,471.20
10479,Côte de Blaye,Beverages,0,17,263.5,210.8,30,0,6324.00
10479,Perth Pasties,Meat/Poultry,1,0,32.8,26.2,28,0,733.60
10479,Raclette Courdavault,Dairy Products,0,79,55,44,60,0,2640.00
10479,Wimmers gute Semmelknödel,Grains/Cereals,0,22,33.25,26.6,30,0,798.00
10480,Raclette Courdavault,Dairy Products,0,79,55,44,12,0,528.00
10480,Zaanse koeken,Confections,0,36,9.5,7.6,30,0,228.00
10481,Camembert Pierrot,Dairy Products,0,19,34,27.2,40,0,1088.00
10481,Maxilaku,Confections,0,10,20,16,24,0,384.00
10482,Boston Crab Meat,Seafood,0,123,18.4,14.7,10,0,147.00
10483,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,30,0.05,296.40
10483,Sasquatch Ale,Beverages,0,111,14,11.2,35,0.05,372.40
10484,Boston Crab Meat,Seafood,0,123,18.4,14.7,10,0,147.00
10484,Manjimup Dried Apples,Produce,0,20,53,42.4,3,0,127.20
10484,Sir Rodney's Scones,Confections,0,3,10,8,14,0,112.00
10485,Aniseed Syrup,Condiments,0,13,10,8,20,0.1,144.00
10485,Chang,Beverages,0,17,19,15.2,20,0.1,273.60
10485,Outback Lager,Beverages,0,15,15,12,60,0.1,648.00
10485,Pâté chinois,Meat/Poultry,0,115,24,19.2,30,0.1,518.40
10486,Longlife Tofu,Produce,0,4,10,8,16,0,128.00
10486,Manjimup Dried Apples,Produce,0,20,53,42.4,25,0,1060.00
10486,Queso Cabrales,Dairy Products,0,22,21,16.8,5,0,84.00
10487,Gumbär Gummibärchen,Confections,0,15,31.23,24.9,30,0,747.00
10487,Teatime Chocolate Biscuits,Confections,0,25,9.2,7.3,5,0,36.50
10487,Tourtière,Meat/Poultry,0,21,7.45,5.9,24,0.25,106.20
10488,Raclette Courdavault,Dairy Products,0,79,55,44,30,0,1320.00
10488,Röd Kaviar,Seafood,0,101,15,12,20,0.2,192.00
10489,Pavlova,Confections,0,29,17.45,13.9,18,0,250.20
10489,Queso Cabrales,Dairy Products,0,22,21,16.8,15,0.25,189.00
10490,Raclette Courdavault,Dairy Products,0,79,55,44,60,0,2640.00
10490,Rhönbräu Klosterbier,Beverages,0,125,7.75,6.2,36,0,223.20
10490,Scottish Longbreads,Confections,0,6,12.5,10,30,0,300.00
10491,Gula Malacca,Condiments,0,27,19.45,15.5,15,0.15,197.63
10491,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,7,0.15,61.88
10492,NuNuCa Nuß-Nougat-Creme,Confections,0,76,14,11.2,60,0.05,638.40
10492,Singaporean Hokkien Fried Mee,Grains/Cereals,1,26,14,11.2,20,0.05,212.80
10493,Gudbrandsdalsost,Dairy Products,0,26,36,28.8,10,0.1,259.20
10493,Louisiana Fiery Hot Pepper Sauce,Condiments,0,76,21.05,16.8,15,0.1,226.80
10493,Louisiana Hot Spiced Okra,Condiments,0,4,17,13.6,10,0.1,122.40
10494,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,30,0,912.00
10495,Jack's New England Clam Chowder,Seafood,0,85,9.65,7.7,20,0,154.00
10495,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,5,0,52.00
10495,Tunnbröd,Grains/Cereals,0,61,9,7.2,10,0,72.00
10496,Gorgonzola Telino,Dairy Products,0,0,12.5,10,20,0.05,190.00
10497,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,30.4,14,0,425.60
10497,Mozzarella di Giovanni,Dairy Products,0,14,34.8,27.8,25,0,695.00
10497,Original Frankfurter grüne Soße,Condiments,0,32,13,10.4,25,0,260.00
10498,Boston Crab Meat,Seafood,0,123,18.4,18.4,5,0,92.00
10498,Guaraná Fantástica,Beverages,1,20,4.5,4.5,14,0,63.00
10498,Singaporean Hokkien Fried Mee,Grains/Cereals,1,26,14,14,30,0,420.00
10499,Maxilaku,Confections,0,10,20,20,25,0,500.00
10499,Rössle Sauerkraut,Produce,1,26,45.6,45.6,20,0,912.00
10500,Genen Shouyu,Condiments,0,39,15.5,15.5,12,0.05,176.70
10500,Rössle Sauerkraut,Produce,1,26,45.6,45.6,8,0.05,346.56
10501,Tourtière,Meat/Poultry,0,21,7.45,7.45,20,0,149.00
10502,Laughing Lumberjack Lager,Beverages,0,52,14,14,30,0,420.00
10502,Perth Pasties,Meat/Poultry,1,0,32.8,32.8,6,0,196.80
10502,Rogede sild,Seafood,0,5,9.5,9.5,21,0,199.50
10503,Louisiana Fiery Hot Pepper Sauce,Condiments,0,76,21.05,21.05,20,0,421.00
10503,Tofu,Produce,0,35,23.25,23.25,70,0,1627.50
10504,Chang,Beverages,0,17,19,19,12,0,228.00
10504,Perth Pasties,Meat/Poultry,1,0,32.8,32.8,10,0,328.00
10504,Sir Rodney's Scones,Confections,0,3,10,10,12,0,120.00
10504,Sirop d'érable,Condiments,0,113,28.5,28.5,25,0,712.50
10505,Tarte au sucre,Confections,0,17,49.3,49.3,3,0,147.90
10506,NuNuCa Nuß-Nougat-Creme,Confections,0,76,14,14,18,0.1,226.80
10506,Outback Lager,Beverages,0,15,15,15,14,0.1,189.00
10507,Chocolade,Confections,0,15,12.75,12.75,15,0.15,162.56
10507,Ipoh Coffee,Beverages,0,17,46,46,15,0.15,586.50
10508,Chartreuse verte,Beverages,0,69,18,18,10,0,180.00
10508,Konbu,Seafood,0,24,6,6,10,0,60.00
10509,Rössle Sauerkraut,Produce,1,26,45.6,45.6,3,0,136.80
10510,Rhönbräu Klosterbier,Beverages,0,125,7.75,7.75,36,0.1,251.10
10510,Thüringer Rostbratwurst,Meat/Poultry,1,0,123.79,123.79,36,0,4456.44
10511,Chef Anton's Cajun Seasoning,Condiments,0,53,22,22,50,0.15,935.00
10511,Northwoods Cranberry Sauce,Condiments,0,6,40,40,10,0.15,340.00
10511,Uncle Bob's Organic Dried Pears,Produce,0,15,30,30,50,0.15,1275.00
10512,Camembert Pierrot,Dairy Products,0,19,34,34,12,0.15,346.80
10512,Guaraná Fantástica,Beverages,1,20,4.5,4.5,10,0.15,38.25
10512,Spegesild,Seafood,0,95,12,12,9,0.15,91.80
10512,Zaanse koeken,Confections,0,36,9.5,9.5,6,0.15,48.45
10513,Mascarpone Fabioli,Dairy Products,0,9,32,32,50,0.2,1280.00
10513,Sir Rodney's Scones,Confections,0,3,10,10,40,0.2,320.00
10513,Sirop d'érable,Condiments,0,113,28.5,28.5,15,0.2,342.00
10514,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,38,70,0,2660.00
10514,Louisiana Fiery Hot Pepper Sauce,Condiments,0,76,21.05,21.05,39,0,820.95
10514,Rhönbräu Klosterbier,Beverages,0,125,7.75,7.75,50,0,387.50
10514,Rössle Sauerkraut,Produce,1,26,45.6,45.6,35,0,1596.00
10514,Sir Rodney's Marmalade,Confections,0,40,81,81,39,0,3159.00
10515,Camembert Pierrot,Dairy Products,0,19,34,34,84,0.15,2427.60
10515,Geitost,Dairy Products,0,112,2.5,2.5,16,0.15,34.00
10515,Mishi Kobe Niku,Meat/Poultry,1,29,97,97,16,0.15,1319.20
10515,Pavlova,Confections,0,29,17.45,17.45,50,0,872.50
10515,Schoggi Schokolade,Confections,0,49,43.9,43.9,120,0,5268.00
10516,Carnarvon Tigers,Seafood,0,42,62.5,62.5,25,0.1,1406.25
10516,Jack's New England Clam Chowder,Seafood,0,85,9.65,9.65,80,0.1,694.80
10516,Singaporean Hokkien Fried Mee,Grains/Cereals,1,26,14,14,20,0,280.00
10517,Filo Mix,Grains/Cereals,0,38,7,7,6,0,42.00
10517,Outback Lager,Beverages,0,15,15,15,6,0,90.00
10517,Raclette Courdavault,Dairy Products,0,79,55,55,4,0,220.00
10518,Côte de Blaye,Beverages,0,17,263.5,263.5,15,0,3952.50
10518,Guaraná Fantástica,Beverages,1,20,4.5,4.5,5,0,22.50
10518,Gula Malacca,Condiments,0,27,19.45,19.45,9,0,175.05
10519,Camembert Pierrot,Dairy Products,0,19,34,34,10,0.05,323.00
10519,Gnocchi di nonna Alice,Grains/Cereals,0,21,38,38,40,0,1520.00
