OrderID,OrderDate,CustomerID,ShipCity,ShipCountry,ProductID,ProductName,CategoryName,UnitPrice,DealUnitPrice,Quantity,Discount,TotalSales,TotalSales_AfterDiscount
10421,1997-01-21 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,53,Perth Pasties,Meat/Poultry,"32,8","26,2",15,"0,15",393,"334,05"
10421,1997-01-21 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",10,"0,15",104,"88,4"
10422,1997-01-22 00:00:00.000,FRANS,Torino,Italy,26,Gumbär Gummibärchen,Confections,"31,23","24,9",2,0,"49,8","49,8"
10423,1997-01-23 00:00:00.000,GOURL,Campinas,Brazil,31,Gorgonzola Telino,Dairy Products,"12,5",10,14,0,140,140
10423,1997-01-23 00:00:00.000,GOURL,Campinas,Brazil,59,Raclette Courdavault,Dairy Products,55,44,20,0,880,880
10424,1997-01-23 00:00:00.000,MEREP,Montréal,Canada,35,Steeleye Stout,Beverages,18,"14,4",60,"0,2",864,"691,2"
10424,1997-01-23 00:00:00.000,MEREP,Montréal,Canada,38,Côte de Blaye,Beverages,"263,5","210,8",49,"0,2","10329,2","8263,36"
10424,1997-01-23 00:00:00.000,MEREP,Montréal,Canada,68,Scottish Longbreads,Confections,"12,5",10,30,"0,2",300,240
10425,1997-01-24 00:00:00.000,LAMAI,Toulouse,France,55,Pâté chinois,Meat/Poultry,24,"19,2",10,"0,25",192,144
10425,1997-01-24 00:00:00.000,LAMAI,Toulouse,France,76,Lakkalikööri,Beverages,18,"14,4",20,"0,25",288,216
10426,1997-01-27 00:00:00.000,GALED,Barcelona,Spain,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",5,0,152,152
10426,1997-01-27 00:00:00.000,GALED,Barcelona,Spain,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",7,0,"186,2","186,2"
10427,1997-01-27 00:00:00.000,PICCO,Salzburg,Austria,14,Tofu,Produce,"23,25","18,6",35,0,651,651
10428,1997-01-28 00:00:00.000,REGGC,Reggio Emilia,Italy,46,Spegesild,Seafood,12,"9,6",20,0,192,192
10429,1997-01-29 00:00:00.000,HUNGO,Cork,Ireland,50,Valkoinen suklaa,Confections,"16,25",13,40,0,520,520
10429,1997-01-29 00:00:00.000,HUNGO,Cork,Ireland,63,Vegie-spread,Condiments,"43,9","35,1",35,"0,25","1228,5","921,375"
10430,1997-01-30 00:00:00.000,ERNSH,Graz,Austria,17,Alice Mutton,Meat/Poultry,39,"31,2",45,"0,2",1404,"1123,2"
10430,1997-01-30 00:00:00.000,ERNSH,Graz,Austria,21,Sir Rodney's Scones,Confections,10,8,50,0,400,400
10430,1997-01-30 00:00:00.000,ERNSH,Graz,Austria,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",30,0,912,912
10430,1997-01-30 00:00:00.000,ERNSH,Graz,Austria,59,Raclette Courdavault,Dairy Products,55,44,70,"0,2",3080,2464
10431,1997-01-30 00:00:00.000,BOTTM,Tsawassen,Canada,17,Alice Mutton,Meat/Poultry,39,"31,2",50,"0,25",1560,1170
10431,1997-01-30 00:00:00.000,BOTTM,Tsawassen,Canada,40,Boston Crab Meat,Seafood,"18,4","14,7",50,"0,25",735,"551,25"
10431,1997-01-30 00:00:00.000,BOTTM,Tsawassen,Canada,47,Zaanse koeken,Confections,"9,5","7,6",30,"0,25",228,171
10432,1997-01-31 00:00:00.000,SPLIR,Lander,USA,26,Gumbär Gummibärchen,Confections,"31,23","24,9",10,0,249,249
10432,1997-01-31 00:00:00.000,SPLIR,Lander,USA,54,Tourtière,Meat/Poultry,"7,45","5,9",40,0,236,236
10433,1997-02-03 00:00:00.000,PRINI,Lisboa,Portugal,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",28,0,"851,2","851,2"
10434,1997-02-03 00:00:00.000,FOLKO,Bräcke,Sweden,11,Queso Cabrales,Dairy Products,21,"16,8",6,0,"100,8","100,8"
10434,1997-02-03 00:00:00.000,FOLKO,Bräcke,Sweden,76,Lakkalikööri,Beverages,18,"14,4",18,"0,15","259,2","220,32"
10435,1997-02-04 00:00:00.000,CONSH,London,UK,2,Chang,Beverages,19,"15,2",10,0,152,152
10435,1997-02-04 00:00:00.000,CONSH,London,UK,22,Gustaf's Knäckebröd,Grains/Cereals,21,"16,8",12,0,"201,6","201,6"
10435,1997-02-04 00:00:00.000,CONSH,London,UK,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",10,0,278,278
10436,1997-02-05 00:00:00.000,BLONP,Strasbourg,France,46,Spegesild,Seafood,12,"9,6",5,0,48,48
10436,1997-02-05 00:00:00.000,BLONP,Strasbourg,France,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",40,"0,1",1216,"1094,4"
10436,1997-02-05 00:00:00.000,BLONP,Strasbourg,France,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",30,"0,1",798,"718,2"
10436,1997-02-05 00:00:00.000,BLONP,Strasbourg,France,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",24,"0,1","148,8","133,92"
10437,1997-02-05 00:00:00.000,WARTH,Oulu,Finland,53,Perth Pasties,Meat/Poultry,"32,8","26,2",15,0,393,393
10438,1997-02-06 00:00:00.000,TOMSP,Münster,Germany,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",15,"0,2","109,5","87,6"
10438,1997-02-06 00:00:00.000,TOMSP,Münster,Germany,34,Sasquatch Ale,Beverages,14,"11,2",20,"0,2",224,"179,2"
10438,1997-02-06 00:00:00.000,TOMSP,Münster,Germany,57,Ravioli Angelo,Grains/Cereals,"19,5","15,6",15,"0,2",234,"187,2"
10439,1997-02-07 00:00:00.000,MEREP,Montréal,Canada,12,Queso Manchego La Pastora,Dairy Products,38,"30,4",15,0,456,456
10439,1997-02-07 00:00:00.000,MEREP,Montréal,Canada,16,Pavlova,Confections,"17,45","13,9",16,0,"222,4","222,4"
10439,1997-02-07 00:00:00.000,MEREP,Montréal,Canada,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",6,0,"159,6","159,6"
10439,1997-02-07 00:00:00.000,MEREP,Montréal,Canada,74,Longlife Tofu,Produce,10,8,30,0,240,240
10440,1997-02-10 00:00:00.000,SAVEA,Boise,USA,2,Chang,Beverages,19,"15,2",45,"0,15",684,"581,4"
10440,1997-02-10 00:00:00.000,SAVEA,Boise,USA,16,Pavlova,Confections,"17,45","13,9",49,"0,15","681,1","578,935"
10440,1997-02-10 00:00:00.000,SAVEA,Boise,USA,29,Thüringer Rostbratwurst,Meat/Poultry,"123,79",99,24,"0,15",2376,"2019,6"
10440,1997-02-10 00:00:00.000,SAVEA,Boise,USA,61,Sirop d'érable,Condiments,"28,5","22,8",90,"0,15",2052,"1744,2"
10441,1997-02-10 00:00:00.000,OLDWO,Anchorage,USA,27,Schoggi Schokolade,Confections,"43,9","35,1",50,0,1755,1755
10442,1997-02-11 00:00:00.000,ERNSH,Graz,Austria,11,Queso Cabrales,Dairy Products,21,"16,8",30,0,504,504
10442,1997-02-11 00:00:00.000,ERNSH,Graz,Austria,54,Tourtière,Meat/Poultry,"7,45","5,9",80,0,472,472
10442,1997-02-11 00:00:00.000,ERNSH,Graz,Austria,66,Louisiana Hot Spiced Okra,Condiments,17,"13,6",60,0,816,816
10443,1997-02-12 00:00:00.000,REGGC,Reggio Emilia,Italy,11,Queso Cabrales,Dairy Products,21,"16,8",6,"0,2","100,8","80,64"
10443,1997-02-12 00:00:00.000,REGGC,Reggio Emilia,Italy,28,Rössle Sauerkraut,Produce,"45,6","36,4",12,0,"436,8","436,8"
10444,1997-02-12 00:00:00.000,BERGS,Luleå,Sweden,17,Alice Mutton,Meat/Poultry,39,"31,2",10,0,312,312
10444,1997-02-12 00:00:00.000,BERGS,Luleå,Sweden,26,Gumbär Gummibärchen,Confections,"31,23","24,9",15,0,"373,5","373,5"
10444,1997-02-12 00:00:00.000,BERGS,Luleå,Sweden,35,Steeleye Stout,Beverages,18,"14,4",8,0,"115,2","115,2"
10444,1997-02-12 00:00:00.000,BERGS,Luleå,Sweden,41,Jack's New England Clam Chowder,Seafood,"9,65","7,7",30,0,231,231
10445,1997-02-13 00:00:00.000,BERGS,Luleå,Sweden,39,Chartreuse verte,Beverages,18,"14,4",6,0,"86,4","86,4"
10445,1997-02-13 00:00:00.000,BERGS,Luleå,Sweden,54,Tourtière,Meat/Poultry,"7,45","5,9",15,0,"88,5","88,5"
10446,1997-02-14 00:00:00.000,TOMSP,Münster,Germany,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",12,"0,1","87,6","78,84"
10446,1997-02-14 00:00:00.000,TOMSP,Münster,Germany,24,Guaraná Fantástica,Beverages,"4,5","3,6",20,"0,1",72,"64,8"
10446,1997-02-14 00:00:00.000,TOMSP,Münster,Germany,31,Gorgonzola Telino,Dairy Products,"12,5",10,3,"0,1",30,27
10446,1997-02-14 00:00:00.000,TOMSP,Münster,Germany,52,Filo Mix,Grains/Cereals,7,"5,6",15,"0,1",84,"75,6"
10447,1997-02-14 00:00:00.000,RICAR,Rio de Janeiro,Brazil,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",40,0,292,292
10447,1997-02-14 00:00:00.000,RICAR,Rio de Janeiro,Brazil,65,Louisiana Fiery Hot Pepper Sauce,Condiments,"21,05","16,8",35,0,588,588
10447,1997-02-14 00:00:00.000,RICAR,Rio de Janeiro,Brazil,71,Flotemysost,Dairy Products,"21,5","17,2",2,0,"34,4","34,4"
10448,1997-02-17 00:00:00.000,RANCH,Buenos Aires,Argentina,26,Gumbär Gummibärchen,Confections,"31,23","24,9",6,0,"149,4","149,4"
10448,1997-02-17 00:00:00.000,RANCH,Buenos Aires,Argentina,40,Boston Crab Meat,Seafood,"18,4","14,7",20,0,294,294
10449,1997-02-18 00:00:00.000,BLONP,Strasbourg,France,10,Ikura,Seafood,31,"24,8",14,0,"347,2","347,2"
10449,1997-02-18 00:00:00.000,BLONP,Strasbourg,France,52,Filo Mix,Grains/Cereals,7,"5,6",20,0,112,112
10449,1997-02-18 00:00:00.000,BLONP,Strasbourg,France,62,Tarte au sucre,Confections,"49,3","39,4",35,0,1379,1379
10450,1997-02-19 00:00:00.000,VICTE,Lyon,France,10,Ikura,Seafood,31,"24,8",20,"0,2",496,"396,8"
10450,1997-02-19 00:00:00.000,VICTE,Lyon,France,54,Tourtière,Meat/Poultry,"7,45","5,9",6,"0,2","35,4","28,32"
10451,1997-02-19 00:00:00.000,QUICK,Cunewalde,Germany,55,Pâté chinois,Meat/Poultry,24,"19,2",120,"0,1",2304,"2073,6"
10451,1997-02-19 00:00:00.000,QUICK,Cunewalde,Germany,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",35,"0,1",931,"837,9"
10451,1997-02-19 00:00:00.000,QUICK,Cunewalde,Germany,65,Louisiana Fiery Hot Pepper Sauce,Condiments,"21,05","16,8",28,"0,1","470,4","423,36"
10451,1997-02-19 00:00:00.000,QUICK,Cunewalde,Germany,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",55,"0,1",572,"514,8"
10452,1997-02-20 00:00:00.000,SAVEA,Boise,USA,28,Rössle Sauerkraut,Produce,"45,6","36,4",15,0,546,546
10452,1997-02-20 00:00:00.000,SAVEA,Boise,USA,44,Gula Malacca,Condiments,"19,45","15,5",100,"0,05",1550,"1472,5"
10453,1997-02-21 00:00:00.000,AROUT,Colchester,UK,48,Chocolade,Confections,"12,75","10,2",15,"0,1",153,"137,7"
10453,1997-02-21 00:00:00.000,AROUT,Colchester,UK,70,Outback Lager,Beverages,15,12,25,"0,1",300,270
10454,1997-02-21 00:00:00.000,LAMAI,Toulouse,France,16,Pavlova,Confections,"17,45","13,9",20,"0,2",278,"222,4"
10454,1997-02-21 00:00:00.000,LAMAI,Toulouse,France,33,Geitost,Dairy Products,"2,5",2,20,"0,2",40,32
10454,1997-02-21 00:00:00.000,LAMAI,Toulouse,France,46,Spegesild,Seafood,12,"9,6",10,"0,2",96,"76,8"
10455,1997-02-24 00:00:00.000,WARTH,Oulu,Finland,39,Chartreuse verte,Beverages,18,"14,4",20,0,288,288
10455,1997-02-24 00:00:00.000,WARTH,Oulu,Finland,53,Perth Pasties,Meat/Poultry,"32,8","26,2",50,0,1310,1310
10455,1997-02-24 00:00:00.000,WARTH,Oulu,Finland,61,Sirop d'érable,Condiments,"28,5","22,8",25,0,570,570
10455,1997-02-24 00:00:00.000,WARTH,Oulu,Finland,71,Flotemysost,Dairy Products,"21,5","17,2",30,0,516,516
10456,1997-02-25 00:00:00.000,KOENE,Brandenburg,Germany,21,Sir Rodney's Scones,Confections,10,8,40,"0,15",320,272
10456,1997-02-25 00:00:00.000,KOENE,Brandenburg,Germany,49,Maxilaku,Confections,20,16,21,"0,15",336,"285,6"
10457,1997-02-25 00:00:00.000,KOENE,Brandenburg,Germany,59,Raclette Courdavault,Dairy Products,55,44,36,0,1584,1584
10458,1997-02-26 00:00:00.000,SUPRD,Charleroi,Belgium,26,Gumbär Gummibärchen,Confections,"31,23","24,9",30,0,747,747
10458,1997-02-26 00:00:00.000,SUPRD,Charleroi,Belgium,28,Rössle Sauerkraut,Produce,"45,6","36,4",30,0,1092,1092
10458,1997-02-26 00:00:00.000,SUPRD,Charleroi,Belgium,43,Ipoh Coffee,Beverages,46,"36,8",20,0,736,736
10458,1997-02-26 00:00:00.000,SUPRD,Charleroi,Belgium,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",15,0,456,456
10458,1997-02-26 00:00:00.000,SUPRD,Charleroi,Belgium,71,Flotemysost,Dairy Products,"21,5","17,2",50,0,860,860
10459,1997-02-27 00:00:00.000,VICTE,Lyon,France,7,Uncle Bob's Organic Dried Pears,Produce,30,24,16,"0,05",384,"364,8"
10459,1997-02-27 00:00:00.000,VICTE,Lyon,France,46,Spegesild,Seafood,12,"9,6",20,"0,05",192,"182,4"
10459,1997-02-27 00:00:00.000,VICTE,Lyon,France,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",40,0,1112,1112
10460,1997-02-28 00:00:00.000,FOLKO,Bräcke,Sweden,68,Scottish Longbreads,Confections,"12,5",10,21,"0,25",210,"157,5"
10460,1997-02-28 00:00:00.000,FOLKO,Bräcke,Sweden,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",4,"0,25","24,8","18,6"
10461,1997-02-28 00:00:00.000,LILAS,Barquisimeto,Venezuela,21,Sir Rodney's Scones,Confections,10,8,40,"0,25",320,240
10461,1997-02-28 00:00:00.000,LILAS,Barquisimeto,Venezuela,30,Nord-Ost Matjeshering,Seafood,"25,89","20,7",28,"0,25","579,6","434,7"
10461,1997-02-28 00:00:00.000,LILAS,Barquisimeto,Venezuela,55,Pâté chinois,Meat/Poultry,24,"19,2",60,"0,25",1152,864
10462,1997-03-03 00:00:00.000,CONSH,London,UK,13,Konbu,Seafood,6,"4,8",1,0,"4,8","4,8"
10462,1997-03-03 00:00:00.000,CONSH,London,UK,23,Tunnbröd,Grains/Cereals,9,"7,2",21,0,"151,2","151,2"
10463,1997-03-04 00:00:00.000,SUPRD,Charleroi,Belgium,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",21,0,"153,3","153,3"
10463,1997-03-04 00:00:00.000,SUPRD,Charleroi,Belgium,42,Singaporean Hokkien Fried Mee,Grains/Cereals,14,"11,2",50,0,560,560
10464,1997-03-04 00:00:00.000,FURIB,Lisboa,Portugal,4,Chef Anton's Cajun Seasoning,Condiments,22,"17,6",16,"0,2","281,6","225,28"
10464,1997-03-04 00:00:00.000,FURIB,Lisboa,Portugal,43,Ipoh Coffee,Beverages,46,"36,8",3,0,"110,4","110,4"
10464,1997-03-04 00:00:00.000,FURIB,Lisboa,Portugal,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",30,"0,2",912,"729,6"
10464,1997-03-04 00:00:00.000,FURIB,Lisboa,Portugal,60,Camembert Pierrot,Dairy Products,34,"27,2",20,0,544,544
10465,1997-03-05 00:00:00.000,VAFFE,Århus,Denmark,24,Guaraná Fantástica,Beverages,"4,5","3,6",25,0,90,90
10465,1997-03-05 00:00:00.000,VAFFE,Århus,Denmark,29,Thüringer Rostbratwurst,Meat/Poultry,"123,79",99,18,"0,1",1782,"1603,8"
10465,1997-03-05 00:00:00.000,VAFFE,Århus,Denmark,40,Boston Crab Meat,Seafood,"18,4","14,7",20,0,294,294
10465,1997-03-05 00:00:00.000,VAFFE,Århus,Denmark,45,Rogede sild,Seafood,"9,5","7,6",30,"0,1",228,"205,2"
10465,1997-03-05 00:00:00.000,VAFFE,Århus,Denmark,50,Valkoinen suklaa,Confections,"16,25",13,25,0,325,325
10466,1997-03-06 00:00:00.000,COMMI,Sao Paulo,Brazil,11,Queso Cabrales,Dairy Products,21,"16,8",10,0,168,168
10466,1997-03-06 00:00:00.000,COMMI,Sao Paulo,Brazil,46,Spegesild,Seafood,12,"9,6",5,0,48,48
10467,1997-03-06 00:00:00.000,MAGAA,Bergamo,Italy,24,Guaraná Fantástica,Beverages,"4,5","3,6",28,0,"100,8","100,8"
10467,1997-03-06 00:00:00.000,MAGAA,Bergamo,Italy,25,NuNuCa Nuß-Nougat-Creme,Confections,14,"11,2",12,0,"134,4","134,4"
10468,1997-03-07 00:00:00.000,KOENE,Brandenburg,Germany,30,Nord-Ost Matjeshering,Seafood,"25,89","20,7",8,0,"165,6","165,6"
10468,1997-03-07 00:00:00.000,KOENE,Brandenburg,Germany,43,Ipoh Coffee,Beverages,46,"36,8",15,0,552,552
10469,1997-03-10 00:00:00.000,WHITC,Seattle,USA,2,Chang,Beverages,19,"15,2",40,"0,15",608,"516,8"
10469,1997-03-10 00:00:00.000,WHITC,Seattle,USA,16,Pavlova,Confections,"17,45","13,9",35,"0,15","486,5","413,525"
10469,1997-03-10 00:00:00.000,WHITC,Seattle,USA,44,Gula Malacca,Condiments,"19,45","15,5",2,"0,15",31,"26,35"
10470,1997-03-11 00:00:00.000,BONAP,Marseille,France,18,Carnarvon Tigers,Seafood,"62,5",50,30,0,1500,1500
10470,1997-03-11 00:00:00.000,BONAP,Marseille,France,23,Tunnbröd,Grains/Cereals,9,"7,2",15,0,108,108
10470,1997-03-11 00:00:00.000,BONAP,Marseille,France,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",8,0,"212,8","212,8"
10471,1997-03-11 00:00:00.000,BSBEV,London,UK,7,Uncle Bob's Organic Dried Pears,Produce,30,24,30,0,720,720
10471,1997-03-11 00:00:00.000,BSBEV,London,UK,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",20,0,608,608
10472,1997-03-12 00:00:00.000,SEVES,London,UK,24,Guaraná Fantástica,Beverages,"4,5","3,6",80,"0,05",288,"273,6"
10472,1997-03-12 00:00:00.000,SEVES,London,UK,51,Manjimup Dried Apples,Produce,53,"42,4",18,0,"763,2","763,2"
10473,1997-03-13 00:00:00.000,ISLAT,Cowes,UK,33,Geitost,Dairy Products,"2,5",2,12,0,24,24
10473,1997-03-13 00:00:00.000,ISLAT,Cowes,UK,71,Flotemysost,Dairy Products,"21,5","17,2",12,0,"206,4","206,4"
10474,1997-03-13 00:00:00.000,PERIC,México D.F.,Mexico,14,Tofu,Produce,"23,25","18,6",12,0,"223,2","223,2"
10474,1997-03-13 00:00:00.000,PERIC,México D.F.,Mexico,28,Rössle Sauerkraut,Produce,"45,6","36,4",18,0,"655,2","655,2"
10474,1997-03-13 00:00:00.000,PERIC,México D.F.,Mexico,40,Boston Crab Meat,Seafood,"18,4","14,7",21,0,"308,7","308,7"
10474,1997-03-13 00:00:00.000,PERIC,México D.F.,Mexico,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",10,0,62,62
10475,1997-03-14 00:00:00.000,SUPRD,Charleroi,Belgium,31,Gorgonzola Telino,Dairy Products,"12,5",10,35,"0,15",350,"297,5"
10475,1997-03-14 00:00:00.000,SUPRD,Charleroi,Belgium,66,Louisiana Hot Spiced Okra,Condiments,17,"13,6",60,"0,15",816,"693,6"
10475,1997-03-14 00:00:00.000,SUPRD,Charleroi,Belgium,76,Lakkalikööri,Beverages,18,"14,4",42,"0,15","604,8","514,08"
10476,1997-03-17 00:00:00.000,HILAA,San Cristóbal,Venezuela,55,Pâté chinois,Meat/Poultry,24,"19,2",2,"0,05","38,4","36,48"
10476,1997-03-17 00:00:00.000,HILAA,San Cristóbal,Venezuela,70,Outback Lager,Beverages,15,12,12,0,144,144
10477,1997-03-17 00:00:00.000,PRINI,Lisboa,Portugal,1,Chai,Beverages,18,"14,4",15,0,216,216
10477,1997-03-17 00:00:00.000,PRINI,Lisboa,Portugal,21,Sir Rodney's Scones,Confections,10,8,21,"0,25",168,126
10477,1997-03-17 00:00:00.000,PRINI,Lisboa,Portugal,39,Chartreuse verte,Beverages,18,"14,4",20,"0,25",288,216
10478,1997-03-18 00:00:00.000,VICTE,Lyon,France,10,Ikura,Seafood,31,"24,8",20,"0,05",496,"471,2"
10479,1997-03-19 00:00:00.000,RATTC,Albuquerque,USA,38,Côte de Blaye,Beverages,"263,5","210,8",30,0,6324,6324
10479,1997-03-19 00:00:00.000,RATTC,Albuquerque,USA,53,Perth Pasties,Meat/Poultry,"32,8","26,2",28,0,"733,6","733,6"
10479,1997-03-19 00:00:00.000,RATTC,Albuquerque,USA,59,Raclette Courdavault,Dairy Products,55,44,60,0,2640,2640
10479,1997-03-19 00:00:00.000,RATTC,Albuquerque,USA,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",30,0,798,798
10480,1997-03-20 00:00:00.000,FOLIG,Lille,France,47,Zaanse koeken,Confections,"9,5","7,6",30,0,228,228
10480,1997-03-20 00:00:00.000,FOLIG,Lille,France,59,Raclette Courdavault,Dairy Products,55,44,12,0,528,528
10481,1997-03-20 00:00:00.000,RICAR,Rio de Janeiro,Brazil,49,Maxilaku,Confections,20,16,24,0,384,384
10481,1997-03-20 00:00:00.000,RICAR,Rio de Janeiro,Brazil,60,Camembert Pierrot,Dairy Products,34,"27,2",40,0,1088,1088
10482,1997-03-21 00:00:00.000,LAZYK,Walla Walla,USA,40,Boston Crab Meat,Seafood,"18,4","14,7",10,0,147,147
10483,1997-03-24 00:00:00.000,WHITC,Seattle,USA,34,Sasquatch Ale,Beverages,14,"11,2",35,"0,05",392,"372,4"
10483,1997-03-24 00:00:00.000,WHITC,Seattle,USA,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",30,"0,05",312,"296,4"
10484,1997-03-24 00:00:00.000,BSBEV,London,UK,21,Sir Rodney's Scones,Confections,10,8,14,0,112,112
10484,1997-03-24 00:00:00.000,BSBEV,London,UK,40,Boston Crab Meat,Seafood,"18,4","14,7",10,0,147,147
10484,1997-03-24 00:00:00.000,BSBEV,London,UK,51,Manjimup Dried Apples,Produce,53,"42,4",3,0,"127,2","127,2"
10485,1997-03-25 00:00:00.000,LINOD,I. de Margarita,Venezuela,2,Chang,Beverages,19,"15,2",20,"0,1",304,"273,6"
10485,1997-03-25 00:00:00.000,LINOD,I. de Margarita,Venezuela,3,Aniseed Syrup,Condiments,10,8,20,"0,1",160,144
10485,1997-03-25 00:00:00.000,LINOD,I. de Margarita,Venezuela,55,Pâté chinois,Meat/Poultry,24,"19,2",30,"0,1",576,"518,4"
10485,1997-03-25 00:00:00.000,LINOD,I. de Margarita,Venezuela,70,Outback Lager,Beverages,15,12,60,"0,1",720,648
10486,1997-03-26 00:00:00.000,HILAA,San Cristóbal,Venezuela,11,Queso Cabrales,Dairy Products,21,"16,8",5,0,84,84
10486,1997-03-26 00:00:00.000,HILAA,San Cristóbal,Venezuela,51,Manjimup Dried Apples,Produce,53,"42,4",25,0,1060,1060
10486,1997-03-26 00:00:00.000,HILAA,San Cristóbal,Venezuela,74,Longlife Tofu,Produce,10,8,16,0,128,128
10487,1997-03-26 00:00:00.000,QUEEN,Sao Paulo,Brazil,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",5,0,"36,5","36,5"
10487,1997-03-26 00:00:00.000,QUEEN,Sao Paulo,Brazil,26,Gumbär Gummibärchen,Confections,"31,23","24,9",30,0,747,747
10487,1997-03-26 00:00:00.000,QUEEN,Sao Paulo,Brazil,54,Tourtière,Meat/Poultry,"7,45","5,9",24,"0,25","141,6","106,2"
10488,1997-03-27 00:00:00.000,FRANK,München,Germany,59,Raclette Courdavault,Dairy Products,55,44,30,0,1320,1320
10488,1997-03-27 00:00:00.000,FRANK,München,Germany,73,Röd Kaviar,Seafood,15,12,20,"0,2",240,192
10489,1997-03-28 00:00:00.000,PICCO,Salzburg,Austria,11,Queso Cabrales,Dairy Products,21,"16,8",15,"0,25",252,189
10489,1997-03-28 00:00:00.000,PICCO,Salzburg,Austria,16,Pavlova,Confections,"17,45","13,9",18,0,"250,2","250,2"
10490,1997-03-31 00:00:00.000,HILAA,San Cristóbal,Venezuela,59,Raclette Courdavault,Dairy Products,55,44,60,0,2640,2640
10490,1997-03-31 00:00:00.000,HILAA,San Cristóbal,Venezuela,68,Scottish Longbreads,Confections,"12,5",10,30,0,300,300
10490,1997-03-31 00:00:00.000,HILAA,San Cristóbal,Venezuela,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",36,0,"223,2","223,2"
10491,1997-03-31 00:00:00.000,FURIB,Lisboa,Portugal,44,Gula Malacca,Condiments,"19,45","15,5",15,"0,15","232,5","197,625"
10491,1997-03-31 00:00:00.000,FURIB,Lisboa,Portugal,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",7,"0,15","72,8","61,88"
10492,1997-04-01 00:00:00.000,BOTTM,Tsawassen,Canada,25,NuNuCa Nuß-Nougat-Creme,Confections,14,"11,2",60,"0,05",672,"638,4"
10492,1997-04-01 00:00:00.000,BOTTM,Tsawassen,Canada,42,Singaporean Hokkien Fried Mee,Grains/Cereals,14,"11,2",20,"0,05",224,"212,8"
10493,1997-04-02 00:00:00.000,LAMAI,Toulouse,France,65,Louisiana Fiery Hot Pepper Sauce,Condiments,"21,05","16,8",15,"0,1",252,"226,8"
10493,1997-04-02 00:00:00.000,LAMAI,Toulouse,France,66,Louisiana Hot Spiced Okra,Condiments,17,"13,6",10,"0,1",136,"122,4"
10493,1997-04-02 00:00:00.000,LAMAI,Toulouse,France,69,Gudbrandsdalsost,Dairy Products,36,"28,8",10,"0,1",288,"259,2"
10494,1997-04-02 00:00:00.000,COMMI,Sao Paulo,Brazil,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",30,0,912,912
10495,1997-04-03 00:00:00.000,LAUGB,Vancouver,Canada,23,Tunnbröd,Grains/Cereals,9,"7,2",10,0,72,72
10495,1997-04-03 00:00:00.000,LAUGB,Vancouver,Canada,41,Jack's New England Clam Chowder,Seafood,"9,65","7,7",20,0,154,154
10495,1997-04-03 00:00:00.000,LAUGB,Vancouver,Canada,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",5,0,52,52
10496,1997-04-04 00:00:00.000,TRADH,Sao Paulo,Brazil,31,Gorgonzola Telino,Dairy Products,"12,5",10,20,"0,05",200,190
10497,1997-04-04 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",14,0,"425,6","425,6"
10497,1997-04-04 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",25,0,695,695
10497,1997-04-04 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",25,0,260,260
10498,1997-04-07 00:00:00.000,HILAA,San Cristóbal,Venezuela,24,Guaraná Fantástica,Beverages,"4,5","4,5",14,0,63,63
